Time [s],Channel 0
0.000000000,-0.001
0.004000000,0.000
0.008000000,0.000
0.012000000,0.000
0.016000000,-0.001
0.020000000,-0.001
0.024000000,0.000
0.028000000,-0.001
0.032000000,-0.001
0.036000000,-0.001
0.040000000,-0.001
0.044000000,-0.001
0.048000000,-0.001
0.052000000,-0.001
0.056000000,-0.001
0.060000000,-0.001
0.064000000,-0.001
0.068000000,-0.001
0.072000000,-0.001
0.076000000,-0.001
0.080000000,-0.001
0.084000000,-0.001
0.088000000,-0.001
0.092000000,-0.001
0.096000000,-0.001
0.100000000,-0.001
0.104000000,-0.001
0.108000000,-0.001
0.112000000,-0.001
0.116000000,-0.001
0.120000000,-0.001
0.124000000,-0.001
0.128000000,-0.001
0.132000000,-0.001
0.136000000,-0.001
0.140000000,-0.001
0.144000000,-0.001
0.148000000,-0.001
0.152000000,-0.001
0.156000000,-0.001
0.160000000,-0.001
0.164000000,-0.001
0.168000000,-0.001
0.172000000,-0.001
0.176000000,-0.001
0.180000000,-0.001
0.184000000,-0.001
0.188000000,-0.001
0.192000000,-0.001
0.196000000,-0.001
0.200000000,-0.001
0.204000000,-0.001
0.208000000,-0.001
0.212000000,-0.001
0.216000000,-0.001
0.220000000,-0.001
0.224000000,-0.001
0.228000000,-0.001
0.232000000,-0.001
0.236000000,-0.001
0.240000000,-0.001
0.244000000,-0.001
0.248000000,-0.001
0.252000000,-0.001
0.256000000,-0.001
0.260000000,-0.001
0.264000000,-0.001
0.268000000,-0.001
0.272000000,-0.001
0.276000000,-0.001
0.280000000,-0.001
0.284000000,-0.001
0.288000000,-0.001
0.292000000,-0.001
0.296000000,-0.001
0.300000000,-0.001
0.304000000,-0.001
0.308000000,-0.001
0.312000000,-0.001
0.316000000,-0.001
0.320000000,-0.001
0.324000000,-0.001
0.328000000,-0.001
0.332000000,-0.001
0.336000000,-0.001
0.340000000,-0.001
0.344000000,-0.001
0.348000000,-0.001
0.352000000,-0.001
0.356000000,-0.001
0.360000000,-0.001
0.364000000,-0.001
0.368000000,-0.001
0.372000000,-0.001
0.376000000,-0.001
0.380000000,0.000
0.384000000,-0.001
0.388000000,-0.001
0.392000000,-0.001
0.396000000,-0.001
0.400000000,-0.001
0.404000000,0.000
0.408000000,-0.001
0.412000000,-0.001
0.416000000,-0.001
0.420000000,-0.001
0.424000000,-0.001
0.428000000,-0.001
0.432000000,-0.001
0.436000000,-0.001
0.440000000,-0.001
0.444000000,-0.001
0.448000000,-0.001
0.452000000,-0.001
0.456000000,-0.001
0.460000000,-0.001
0.464000000,-0.001
0.468000000,-0.001
0.472000000,-0.001
0.476000000,-0.001
